sent_id,tokens,dep_labels
bio_133,"'ROOT', 'Kenar', 'mahallelerdeki', 'kör', 'çeşmeler', ',', 'hiçbir', 'şey', 'yapmadan', 'kahveden', 'sokağı', 'seyreden', 'ak', 'sakallı', 'takkeli', 'ihtiyarlar', ',', 'kuruldukları', 'pencereden', 'her', 'geçen', 'yabancıyı', 'bir', 'köle', 'taciri', 'gibi', 'dikkatle', 'süzen', 'teyzeler', ',', 'biz', 'geçer', 'ken', 'bizim', 'hakkımızda', 'bizim', 'duyacağımız', 'şekilde', 'yorum', 'yapan', 'mahalleliler', '(', 'kim', 'abi', 'bunlar', ',', '-', 'bunlar', 'kardeş', 'yahu', '-', 'baksana', 'yollarını', 'şaşırmışlar', ')', 'onda', 'da', 'tıpkı', 'benim', 'gibi', 'bir', 'hüzün', 've', 'utanç', 'uyandırırdı', '.'","42, 5, 5, 5, 32, 38, 21, 34, 2, 35, 34, 1, 5, 5, 5, 17, 38, 1, 35, 21, 1, 34, 21, 31, 35, 9, 3, 1, 17, 38, 32, 2, 18, 31, 35, 32, 1, 3, 1, 1, 17, 38, 6, 22, 32, 38, 38, 32, 37, 22, 38, 22, 34, 17, 38, 35, 4, 3, 3, 9, 21, 39, 10, 17, 14, 38"
pop_496,"'ROOT', 'taze', 'bezelye'","42, 5, 39"
ess_1413,"'ROOT', 'Ve', 'bütün', 'yalnızlar', 'yalnızlığın', 'soğukluğunu', 'dokundukları', 'her', 'şeyde', 'hissediyorlardı', '.'","42, 39, 21, 32, 31, 31, 34, 21, 35, 17, 38"
ins_1324,"'ROOT', 'Kaya', 'kırlangıçları', ',', 'yardımlaşma', 've', 'dayanışmada', 'çok', 'ileri', 'gitmişlerdir', '.'","42, 31, 32, 38, 35, 10, 17, 3, 39, 14, 38"
ins_1170,"'ROOT', 'diyerek', 'yanından', 'uçup', 'gitmişti', '.'","42, 2, 35, 2, 39, 38"
ins_1118,"'ROOT', '-', 'Seni', 'seni', '!', '..'","42, 38, 39, 16, 38, 38"
pop_1517,"'ROOT', '10', '.', 'Bana', 'uyan', 've', 'izleyenlerim', ',', 'dışarıda', 'kalanlar', 've', 'dışarda', 'bulunmak', 'isteyenler', 've', 'insanları', 'benden', 'uzak', 'tutmak', 'isteyenler', 'gibi', 'ölmezler', '.'","42, 35, 38, 35, 32, 10, 17, 38, 35, 3, 10, 35, 41, 17, 10, 34, 3, 5, 41, 17, 9, 39, 38"
ess_1519,"'ROOT', 'Her', 'şeye', 'karşın', ',', 'onun', 'orada', 'bir', 'yerde', ',', 'gerilerde', 've', 'yukarıda', ',', 'eski', 'Roma', 'Tanrıçası', 'Diana', 'gibi', 'sessizce', 'durduğunu', 'bilmek', 'varlığımı', 'sarsmıştı', '.'","42, 21, 35, 9, 38, 30, 30, 21, 35, 38, 17, 10, 17, 38, 5, 31, 30, 14, 9, 3, 34, 32, 34, 39, 38"
pop_130,"'ROOT', 'Arkadaş', 'tanımış', 'hırsızı', '.'","42, 32, 39, 34, 38"
news_419,"'ROOT', 'Şenol', 'Güneş', ',', 'Danimarkalı', 'hakem', 'Kim', 'Milton', ""Nielsen'in"", 'sakatlığıyla', 'ilgili', 'bir', 'soruyu', 'da', 'şu', 'şekilde', 'cevaplandırdı', ':', 'Bizi', 'hakemin', 'veya', 'rakip', 'takım', 'oyuncularının', 'sakatlığı', 'ilgilendirmiyor', '.'","42, 32, 25, 38, 5, 30, 31, 25, 25, 34, 5, 21, 34, 4, 21, 35, 39, 38, 34, 31, 10, 5, 31, 17, 32, 37, 38"
ess_1428,"'ROOT', 'Bunca', 'çabalarla', 'ulaşmaya', 'çalıştığınız', 'tanrının', 'bu', 'görkemli', 'kâinatları', 'içinde', ',', 'bütün', 'dünyevi', 'kavgalardan', 'arınmış', 'anlamınızı', ',', 'kim', 'olduğunuzu', ',', 'etten', ',', 'kemikten', 'kimyanızın', 'ötesinde', ',', 'bu', 'sonsuz', 'boşluklarda', '(', '!', ')', 'niçin', 'var', 'olduğunuzu', ',', 'bilinçlenip', 'bir', 'can', 'olduğunuzu', 'düşünün', '.'","42, 5, 35, 30, 31, 31, 21, 5, 31, 5, 38, 21, 34, 35, 30, 34, 38, 31, 17, 38, 17, 38, 30, 31, 17, 38, 21, 5, 35, 38, 38, 38, 3, 5, 17, 38, 30, 21, 31, 14, 39, 38"
bio_1038,"'ROOT', 'O', 'halde', 'hangi', 'amaca', 'hizmetle', 'sen', 'Mahmut', ""Yıldırım'ın"", 'evinin', 'adresini', 'basına', 'veriyorsun', 've', ""PKK'nın"", 'ölüm', 'listelerinin', 'başında', 'olan', 'adamı', 've', 'ailesini', 'ortada', 'bırakıyorsun', '?'","42, 21, 35, 21, 34, 35, 32, 31, 25, 31, 34, 35, 39, 10, 31, 31, 31, 35, 1, 34, 10, 17, 35, 17, 38"
ess_1083,"'ROOT', 'Karanlıkta', 'ışıltılar', '...'","42, 5, 39, 38"
ins_1047,"'ROOT', '*', 'Gece', 'gökyüzünü', 'gözlemleyiniz', '.'","42, 38, 35, 34, 39, 38"
ins_875,"'ROOT', 'ÜRETİM', ',', 'TÜKETİM', 'VE', 'VERİMLİLİK'","42, 39, 38, 17, 10, 17"
ins_108,"'ROOT', '""Evimiz', ',', 'okuluma', 'çok', 'yakın', ',', 'ikisi', 'de', 'aynı', 'cadde', 'üzerinde', '.'","42, 32, 38, 35, 3, 39, 38, 32, 4, 5, 31, 17, 38"
ess_1140,"'ROOT', 'Size', 'ne', 'denilse', '""', 'yanlış', '""', 'tır', '.'","42, 35, 34, 39, 38, 38, 38, 18, 38"
news_286,"'ROOT', 'Milli', 'Takımlar', 'Teknik', 'Direktörü', 'Şenol', 'Güneş', ""2002'yi"", 'garanti', 'görüyor', '.'","42, 5, 31, 5, 30, 32, 25, 34, 39, 14, 38"
ins_224,"'ROOT', 'Gurbet', 'şimdi', ""Anadolu'dan"", 'çıktı', 'da', 'yurt', 'dışına', 'göçtü', 'diyorlar', '.'","42, 32, 3, 35, 2, 4, 31, 35, 12, 39, 38"
ins_1637,"'ROOT', 'a', ')', 'Aşırı', 'fiziksel', 'aktiviteden', 'sonra', ',', 'genellikle', 'bacak', 'kaslarında', 'oluşan', 'ağrılı', 'istem', 'dışı', 'kasılmalara', 'sıcak', 'krampı', 'adı', 'verilir', '.'","42, 35, 38, 5, 5, 3, 9, 38, 3, 1, 35, 1, 5, 31, 17, 35, 5, 31, 32, 39, 38"
news_1390,"'ROOT', 'Kapusuz', 'şöyle', 'konuştu', ':', '""', 'Bu', 'sözleri', 'tasvip', 'etmiyoruz', '.'","42, 32, 3, 39, 38, 38, 21, 32, 23, 15, 38"
pop_175,"'ROOT', '2', 'yemek', 'kaşığı', 'sirke'","42, 33, 31, 5, 39"
ins_496,"'ROOT', ""Atatürk'üm"", 'karşımda', ','","42, 32, 39, 38"
news_1468,"'ROOT', 'Alıcılar', 'hapı', 'üzerindeki', 'resme', 'göre', 'istiyor', '.'","42, 32, 34, 5, 35, 9, 39, 38"
pop_1062,"'ROOT', 'Eskiden', 'ebelerle', 'cinsel', 'ilişki', 'önerenler', 'de', 'vardı', '.'","42, 3, 34, 5, 34, 32, 4, 39, 38"
pop_614,"'ROOT', 'Tuzunu', 've', 'biberini', 'koyup', ',', 'ısıtın', 've', 'servisten', 'önce', 'kremayla', 'karıştırın', '.'","42, 34, 10, 17, 2, 38, 39, 10, 3, 9, 35, 17, 38"
ess_648,"'ROOT', 'Boş', 'olanı', 'uzantılarıyla', 'beraber', 'almış', 'götürmüş', '.'","42, 5, 34, 3, 9, 39, 17, 38"
news_1106,"'ROOT', 'Sağlık', 'Bakanlığı', 'sözcüsü', 'Mao', 'Kunan', ',', 'geçen', 'hafta', ""Çin'de"", 'bir', 'kişinin', 'kuş', 'gribinden', 'hayatını', 'kaybetmesinden', 'sonra', 'düzenlediği', 'basın', 'toplantısında', ',', 'uzmanlardan', 'aldıkları', 'bilgilere', 'göre', ',', 'kuş', 'gribi', 'virüsünün', 'insandan', 'insana', 'geçebilecek', 'şekle', 'dönüştüğüne', 'dair', 'kanıt', 'olmadığını', 'ifade', 'etti', '.'","42, 31, 31, 30, 32, 25, 38, 5, 35, 35, 21, 32, 31, 35, 34, 35, 9, 1, 31, 35, 38, 35, 1, 35, 9, 38, 31, 31, 32, 35, 35, 1, 35, 5, 9, 32, 12, 39, 15, 38"
news_425,"'ROOT', 'Geçtiğimiz', 'sezonu', 'çifte', 'kupayla', 'kapatan', 'Beşiktaş', ',', 'yeni', 'sezon', 'hazırlıklarına', 'dün', 'başladı', '.'","42, 1, 34, 5, 35, 1, 32, 38, 5, 31, 35, 35, 39, 38"
pop_763,"'ROOT', '20', 'Ocak', 'ile', '20', 'Şubat', 'arasında', 'çiçek', 'açar', '.'","42, 31, 25, 10, 17, 25, 35, 39, 14, 38"
news_114,"'ROOT', ""İngiltere'nin"", 'önde', 'gelen', 'gazetelerinden', 'The', 'Times', ',', ""AB'ye"", 'üye', 'ülkelerin', 'hükümetleri', 'tarafından', 'atanan', 'komisyon', 'üyelerini', '""ikinci', 'kalite""', 'olarak', 'nitelerken', 'The', 'Independent', 'gazetesi', ',', '""', ""Avrupa'da"", 'çerçöpü', 'temizlemenin', 'zamanı', 'geldi""', 'yorumunu', 'yaptı', '.'","42, 31, 1, 14, 30, 32, 25, 38, 30, 30, 31, 31, 35, 1, 31, 34, 33, 2, 9, 2, 30, 25, 32, 38, 38, 35, 34, 31, 31, 14, 34, 39, 38"
bio_1825,"'ROOT', 'Behdinan', 'bölgesine', 'veya', 'Kuzey', ""Irak'ın"", 'çeşitli', 'bölgelerinde', 'de', 'operasyonlarına', 'devam', 'etti', '.'","42, 31, 34, 10, 5, 31, 5, 35, 4, 17, 39, 15, 38"
bio_235,"'ROOT', 'Bu', 'sırada', 'çağrım', 'çalmaya', 'başladı', '.'","42, 21, 35, 32, 30, 39, 38"
bio_1517,"'ROOT', 'Neyse', '...', 'Kapıya', 'ulaştım', 'da', 'bu', 'sefer', 'kilidi', 'açmam', 'zor', 'oldu', '.'","42, 39, 38, 34, 17, 4, 21, 35, 34, 19, 17, 15, 38"
pop_413,"'ROOT', 'Nelson', 'Mandela', ',', '46', 'yaşından', 'yargılanarak', 'müebbed', 'hapse', 'mahkum', 'oldu', '.'","42, 32, 25, 38, 33, 35, 2, 14, 35, 39, 15, 38"
ess_64,"'ROOT', 'Yorumcuların', 'niyetlerini', 'ters', 'yönden', 've', 'onların', 'yaptığı', 'gibi', 'yorumlarsak', ',', 'bu', 'defa', 'kendileri', 'yanlış', 'tarafta', 'kalacak', 'lardır', '.'","42, 31, 34, 5, 3, 10, 32, 2, 9, 2, 38, 21, 3, 32, 5, 3, 39, 18, 38"
news_1423,"'ROOT', 'Kremlinin', 'yanlış', 'bilgilendirmesine', 'kanmıyorlar', '.'","42, 32, 5, 35, 39, 38"
ins_1753,"'ROOT', 'Baharı', 'müjdeler', 'kelebekler', '.'","42, 34, 39, 32, 38"
pop_1843,"'ROOT', 'Hepsi', 'de', 'gerçeğin', 'değişik', 'yüzü', 'olan', 'görüşler', ',', 'bu', 'evde', 'aynı', 'çatı', 'altında', 'toplanır', '.'","42, 32, 30, 31, 5, 34, 1, 39, 38, 21, 35, 5, 31, 35, 17, 38"
news_584,"'ROOT', 'Ağır', 'iddialarda', 'bulundu'","42, 5, 35, 39"
ess_1806,"'ROOT', 'Biliyoruz', ',', ""Darvin'den"", 'bu', 'yana', 'biliyoruz', 'ki', ',', 'bütün', 'canlıların', 'ataları', 'tek', 'bir', 'canlıdır', '.'","42, 1, 38, 35, 21, 5, 17, 4, 38, 21, 17, 34, 39, 33, 14, 38"
pop_1302,"'ROOT', 'Benim', 'için', 'karşı', 'tarafın', 'kültür', 'seviyesini', 'anlamak', 'da', 'çok', 'kolay', 'dı', '.'","42, 35, 9, 5, 31, 31, 34, 19, 4, 3, 39, 18, 38"
news_1225,"'ROOT', 'Araştırmada', ',', 'tümü', 'hemşire', 'olan', '3', '4', '-', '77', 'yaş', 'arası', '70', 'bin', 'menopoz', 've', 'sonrası', 'dönemdeki', 'kadının', 'beslenme', 'alışkanlıkları', 'incelendi', '.'","42, 35, 38, 32, 3, 1, 33, 25, 38, 25, 31, 35, 33, 25, 31, 10, 17, 5, 31, 31, 32, 39, 38"
ins_678,"'ROOT', 'Bütün', 'Danimarkalıların', 'o', 'soğuklara', 'benim', 'masallarımla', 'direnip', 'karşı', 'koyduklarını', 'hiç', 'düşündünüz', 'mü', '?', 'Bana', 'inanmazsanız', 'bir', 'soğuk', 'havada', 'açıp', 'okuyun', 'masallarımı', '.'","42, 5, 32, 21, 35, 31, 35, 2, 12, 14, 3, 39, 8, 38, 35, 2, 21, 5, 35, 2, 17, 34, 38"
ess_1901,"'ROOT', 'Ama', 'arayan', 'kişi', 'konuşmadı', '...'","42, 39, 1, 32, 17, 38"
ess_1622,"'ROOT', 'SENİNLE', 'BİR', 'KAHVALTI', ',', 'UMUTLANDIRIYOR', 'BENİ', 'Hergün', 'aynı', 'saatte', ',', 'aynı', 'yerden', 'geçmesi', ',', 'aylar', 'yıllar', 'içinde', ',', 'onu', 'evinin', 'penceresinden', 'görenler', ',', 'saatlerini', 'ayarlarmış', '.'","42, 35, 21, 34, 38, 39, 34, 32, 5, 35, 38, 5, 35, 5, 38, 31, 31, 5, 38, 34, 31, 35, 31, 38, 34, 17, 38"
news_36,"'ROOT', 'TBMM', 'Başkanı', 'Cindoruk', ""Meclis'i"", 'sorguladı'","42, 31, 30, 32, 34, 39"
news_1458,"'ROOT', 'Kanalın', 'içinde', 'bulunduğu', 'Doğan', 'Televizyon', ""Merkezi'nin"", 'dokuz', 'stüdyosuyla', ""BBC'nin"", 'sahip', 'olduğu', 'bir', 'altyapıya', 'sahip', 'olduğunu', 'anlatan', 'Yalçındağ', ',', 'Kanal', ""D'nin"", 'önceliğini', '""yayıncılık', 'sorumluğu', 've', 'etik', 'değerlere', 'bağlılık', '""', 'diye', 'özetledi', '.'","42, 32, 35, 1, 31, 31, 32, 33, 35, 32, 1, 15, 21, 34, 12, 15, 1, 32, 38, 31, 25, 34, 31, 2, 10, 5, 35, 17, 38, 9, 39, 38"
ess_727,"'ROOT', 'Aslına', 'bakılırsa', ',', 'Adam', 'Weishaupt', 'ezoterik', 'öğretilere', 'bütünüyle', 'karşı', 'olan', 'biri', 'değildir', ';', 'hatta', 'üzerlerinde', 'ki', 'okültist', 'örtü', 'kaldırıldığında', 'antik', 'düşünce', 've', 'inançlara', 'ait', 'değerlerin', 'kendi', 'düşünceleriyle', 'de', 'paralellik', 'taşıdığına', 'inanmıştır', 'çoğu', 'zaman', '.'","42, 2, 14, 38, 32, 35, 5, 35, 3, 34, 1, 34, 39, 38, 10, 5, 9, 31, 32, 2, 35, 5, 10, 17, 9, 32, 31, 35, 4, 34, 34, 17, 21, 3, 38"
bio_1933,"'ROOT', '""', 'Çok', 'fenayım', 'işte', '.'","42, 38, 5, 39, 22, 38"
ins_1053,"'ROOT', 'Bu', 'nedenle', 'manevra', 'sırasında', 'tekne', 'dümene', 'rağmen', 'dönmüyorsa', 'biraz', 'motor', 'çalıştırılır', '.'","42, 21, 35, 31, 35, 32, 3, 9, 2, 3, 32, 39, 38"
ins_1890,"'ROOT', 'Her', 'yer', 'beyaz', 'bir', 'bulutun', 'içinde', 'kaybolup', 'giderdi', '.'","42, 21, 32, 5, 21, 31, 35, 2, 39, 38"
bio_1428,"'ROOT', 'En', 'acı', 'ayrılığı', 'ise', ',', 'aynı', 'yılın', '6', ""Eylül'ünde"", 'yaşadı', '.'","42, 3, 5, 32, 18, 38, 5, 31, 33, 35, 39, 38"
bio_1033,"'ROOT', 'Kız', 'da', 'geçti', 'masanın', 'ardına', ',', 'süpürge', 'saçlarını', 'savurarak', 've', 'zaten', 'bakmayacağım', 'bacaklarını', 'göstermemek', 'için', 'eteğini', 'boşuna', 'düzelterek', 'oturdu', '.'","42, 32, 4, 39, 31, 35, 38, 5, 34, 2, 10, 3, 1, 34, 2, 9, 34, 3, 17, 17, 38"
bio_1826,"'ROOT', 'Orada', ',', 'Altona', 'Mahkumu', 'yüzbaşı', 'Schell', ',', 'hücresinde', 'aylarca', 'tek', 'başına', 'kalmıştı', ',', 'bunalımdan', 'bunalıma', 'düşerek', ',', 'karamsar', 've', 'herhangi', 'bir', 'çıkış', 'yolundan', 'yoksun', '!', 'Ama', 'sonunda', 'Sartre', 'imdadına', 'yetişti', ',', 'Reich', ""Almanyası'nın"", 'teslim', 'olup', 'barışın', 'imzalandığı', 'o', 'sevinç', 'günlerinde', ',', 'Nazi', 'subayı', 've', ""Hitler'in"", 'büyük', 'hayranı', ',', 'Altona', 'mahkumu', 'yüzbaşı', ""Schell'e"", 'artık', 'serbest', 'olduğu', 'bildirildi', '.'","42, 35, 38, 31, 30, 5, 32, 38, 35, 3, 5, 35, 39, 38, 35, 35, 2, 38, 17, 10, 21, 21, 31, 34, 17, 38, 10, 3, 32, 17, 14, 38, 31, 32, 2, 15, 32, 1, 21, 31, 35, 38, 31, 30, 10, 31, 5, 17, 38, 31, 17, 5, 35, 3, 12, 15, 17, 38"
ess_713,"'ROOT', ""Aragon'un"", '""', 'Bırakıp', 'gittin', '""', 'diye', 'başlayan', 'dizeleri', 'soğuk', 'Budapeşte', 'gecelerinde', 'Endre', ""Ady'nin"", 'kendi', 'düşsel', 'zenginliğini', 'yakalar', ':', 'Ama', 'biliyorsun', ',', 'korkumu', 'kabulde', 'durduğum', 'için', 'di', 'tüm', 'bu', 'söylemlerim', '.'","42, 31, 38, 2, 2, 38, 9, 1, 32, 5, 31, 35, 31, 25, 30, 5, 34, 39, 38, 10, 2, 38, 34, 35, 17, 9, 18, 21, 21, 32, 38"
pop_1222,"'ROOT', 'Yatak', 'odası', 'takımı', 'seçmek', 'için', 'mobilya', 'mağazasına', 'gitmeyi', 'önerdiğinizde', 'biri', 'mantıklı', 'bulurken', 'diğeri', 'hemen', 'açılmanın', 'bütçe', 'için', 'doğru', 'olmadığını', ',', 'kendisinin', 'kullandığı', 'yatak', 'odası', 'takımına', 'bir', 'bakmanızı', 'söyleyecektir', '.'","42, 31, 31, 34, 2, 9, 31, 35, 12, 2, 32, 2, 14, 32, 3, 32, 35, 9, 5, 12, 38, 32, 1, 31, 31, 35, 21, 17, 39, 38"
ins_1110,"'ROOT', 'Üzerime', 'yağmurlar', ',', 'karlar', 'yağdı', '.'","42, 35, 32, 38, 17, 39, 38"
bio_1113,"'ROOT', 'O', 'gece', 'sahneden', 'inip', 'kulise', 'gittiğimde', 'adıma', 'orkide', 'gönderilmiş', 'olduğunu', 'gördüm', '.'","42, 21, 35, 35, 2, 35, 2, 35, 32, 12, 12, 39, 38"
bio_775,"'ROOT', 'Unutulmuş', 'bir', 'çeviri', 'üzerine'","42, 1, 21, 31, 39"
bio_924,"'ROOT', 'Partinin', 'oy', 'oranı', 'yüzde', ""30'un"", 'altına', 'düşmüştü', '.'","42, 31, 31, 32, 35, 31, 35, 39, 38"
ins_655,"'ROOT', 'Şöyle', 'birkaç', 'adım', 'öne', 'çıkıp', 'gezindi', '.'","42, 3, 21, 35, 35, 2, 39, 38"
ess_1244,"'ROOT', 'Ya', 'da', 'onu', '""', 'paketliyorlar', '""', 'bir', 'bakıma', '...'","42, 39, 14, 34, 38, 32, 38, 17, 14, 38"
bio_1076,"'ROOT', 'Onun', 'yüzünden', 'bir', 'çok', 'kez', 'çekiliyor', 'aynı', 'plan', '.'","42, 31, 35, 21, 21, 35, 39, 5, 32, 38"
pop_1373,"'ROOT', '""Ey', 'Büyük', 'Fener', 'Taraftarı', '!', 'İşte', ',', 'bu', 'ahval', 've', 'şerait', 'içinde', 'dahi', ',', 'vazifen', ',', ""Fenerbahçe'nin"", 'şerefini', 've', 'namusunu', 'korumak', 'tır', '!', 'Muhtaç', 'olduğun', 'kudret', ',', 'formandaki', 'asil', 'renklerde', 'mevcut', 'tur', '.""'","42, 22, 5, 31, 40, 38, 22, 38, 21, 31, 10, 17, 35, 4, 38, 32, 38, 31, 34, 10, 17, 39, 18, 38, 1, 15, 32, 38, 5, 5, 35, 17, 18, 38"
ess_706,"'ROOT', 'Ne', 'sanıyorduk', 'peki', '?'","42, 34, 39, 3, 38"
ins_916,"'ROOT', ""İzmir'e"", 'dönerken', 'otobüste', 'tanıdığım', 'bir', 'dedeyle', 'söyleşirken', ',', 'onun', 'hafızasının', 'da', 'masallarla', ',', 'tekerlemelerle', 'dopdolu', 'olduğunu', 'anlayınca', 'bu', 'fırsatı', 'kaçırmadım', '.'","42, 35, 2, 35, 1, 21, 35, 2, 38, 31, 32, 4, 35, 38, 17, 5, 34, 2, 21, 34, 39, 38"
bio_231,"'ROOT', 'Bu', 'kere', ',', 'beklediğimiz', 'halde', ',', 'uçağımız', 'gelmedi', '.'","42, 21, 35, 38, 1, 35, 38, 32, 39, 38"
ess_860,"'ROOT', 'Seni', 'artık', 'görmeyeceğim', '.'","42, 34, 3, 39, 38"
ins_462,"'ROOT', 'Her', 'çeşmenin', 'üç', 'beş', 'tane', 'güzeli', ','","42, 21, 32, 33, 25, 13, 39, 38"
news_999,"'ROOT', '18', 'kez', 'Oscar', 'töreni', 'sunan', 'Hope', 'hiç', 'Oscar', 'kazanamamıştı', '.'","42, 33, 35, 31, 34, 1, 32, 3, 34, 39, 38"
bio_812,"'ROOT', 'Cebinden', 'bir', 'kâğıt', 'çıkartıp', 'bana', 'uzatarak', '""', 'Bu', 'yaka', 've', 'sicil', 'sayılı', 'polis', 'memurunun', 'üyeniz', 'olup', 'olmadığını', 'öğrenmek', 'istiyorum', ',', '""', 'dedi', '.'","42, 35, 21, 34, 2, 35, 2, 38, 21, 5, 10, 17, 5, 31, 32, 34, 12, 16, 41, 12, 38, 38, 39, 38"
pop_180,"'ROOT', 'Niyetin', 'varsa', 'on', 'sene', 'boyunca', 'burada', 'kalmaya', 'gel""', 'diye', 'yazardı', 'Hintli', 'arkadaşı', '.'","42, 32, 2, 33, 35, 9, 35, 35, 2, 9, 39, 5, 32, 38"
pop_1001,"'ROOT', 'Ne', 'yapsın', 'adamcıklar', ',', 'sarayın', 'her', 'yanından', 'bütün', 'gece', 'kadın', 'sesleri', ',', 'kahkahalar', ',', 'türlü', 'müzik', 'aletinin', 'sesi', 'eksik', 'olmuyormuş', 'ki', '...'","42, 34, 39, 32, 38, 31, 21, 35, 21, 35, 31, 32, 38, 17, 38, 5, 31, 31, 17, 17, 15, 4, 38"
ins_1521,"'ROOT', 'Çok', 'eski', 'değil', '.'","42, 3, 39, 7, 38"
bio_760,"'ROOT', 'Mustafa', 'Kemal', 'bulunduğu', 'ortamı', 'tasvir', 'ediyor', ',', 'o', 'günlerde', 'zihnini', 'meşgul', 'eden', 'fikirleri', 'aktarıyor', ',', 'yaptıklarını', 'anlatıyor', '.'","42, 32, 25, 1, 34, 39, 15, 38, 21, 35, 34, 1, 15, 34, 17, 38, 34, 17, 38"
news_1616,"'ROOT', 'Bu', 'yapılanlar', 'halkı', 'üzüyor', '.'","42, 21, 32, 34, 39, 38"
ins_775,"'ROOT', 'Onunla', 'bir', 'yumak', 'hâline', 'geldiler', '.'","42, 35, 21, 31, 35, 39, 38"
ess_809,"'ROOT', 'Bunun', 'için', ',', 'bu', 'ortak', 'dili', 'oluşturmak', 'için', ',', 'bir', 'araya', 'gelmeliyiz', 'her', 'yerde', 'her', 'zaman', '...'","42, 3, 9, 38, 21, 5, 34, 2, 9, 38, 39, 14, 14, 21, 35, 21, 35, 38"
bio_196,"'ROOT', 'Sonunda', 'da', 'üzülmüştü', '.'","42, 3, 4, 39, 38"
bio_752,"'ROOT', 'Türkiye', 'bir', 'kez', 'daha', 'asker', 'hegemonyasına', 'girdi', '.'","42, 32, 33, 3, 3, 31, 35, 39, 38"
ess_796,"'ROOT', 'Bunun', 'üzerine', 'bilge', 'adam', 'dedi', 'ki', ':', '“Kralım', 'biliyorum', 'ki', ',', 'çocuk', 'yaştan', 'beri', 'bizi', 'layığıyla', 'yönetiyorsunuz', '.'","42, 31, 35, 5, 32, 39, 29, 38, 30, 17, 4, 38, 34, 3, 9, 34, 3, 17, 38"
bio_1580,"'ROOT', 'İstiklâl', ""Lisesi'nde"", 'müdür', 'yardımcılığı', 'yaptığı', 'için', 'üniversitede', 'uzun', 'boylu', 'kalamıyordu', ',', 'buna', 'rağmen', 'derslerinde', 'her', 'zaman', 'üstün', 'başarılar', 'göstermiş', ',', 'çeşitli', 'durumlar', 'karşısında', 'takındığı', 'tavırlarla', 'her', 'çeşit', 'haksızlığa', 'karşı', 'sonuna', 'kadar', 'tepki', 'göstermesini', 'bilen', ',', 'medeni', 'cesaret', 'sahibi', ',', 'azimli', ',', 'objektif', 'görüşlü', 'bir', 'arkadaş', 'olduğunu', 'kanıtladı', '!', '""', '.'","42, 31, 35, 31, 34, 2, 9, 35, 3, 16, 39, 38, 35, 9, 35, 21, 35, 5, 34, 1, 38, 5, 31, 35, 1, 35, 21, 5, 34, 3, 35, 9, 12, 14, 17, 38, 5, 34, 17, 38, 17, 38, 5, 17, 21, 32, 12, 17, 38, 38, 38"
bio_335,"'ROOT', 'Tam', 'bir', 'kardeşlik', 'havası', 'içinde', 'yenildi', ',', 'içildi', '.'","42, 5, 21, 31, 31, 35, 39, 38, 17, 38"
ess_189,"'ROOT', 'Batının', 'keşfettiğini', 'öne', 'sürdüğü', 'her', 'şeyin', 'belirgin', 'izlerini', ""Doğu'da"", 'bulmak', 'için', 'biraz', 'dürüst', ',', 'biraz', 'meraklı', 've', 'her', 'şeyden', 'önemlisi', ',', 'hayranlık', 'hastalığına', 'yakalanmamış', 'olmak', '(', 'mı', ')', 'gerekiyor', '?', 'Sadece', '""', 'çok', 'ama', 'çok', 'yorgun', 'du', '.', '""', 'Küçücük', 'bir', 'çocuk', 'ken', 'de', 'ileride', 'kendine', 'kalacak', 'olanların', 'ağırlığını', 'yüklenmişti', 'çünkü', '.'","42, 32, 12, 1, 14, 21, 31, 5, 34, 35, 2, 9, 3, 34, 38, 3, 17, 10, 21, 35, 35, 38, 31, 35, 1, 19, 38, 8, 38, 39, 38, 35, 38, 3, 10, 21, 17, 18, 38, 38, 5, 21, 2, 18, 10, 35, 35, 1, 31, 34, 17, 10, 38"
ess_1426,"'ROOT', 'Apaçık', 'ki', ',', '2500', 'yılının', 'insanı', 'için', '""', 'şimdiki', 'zaman', '""', 'kalmayacak', '.'","42, 3, 4, 38, 33, 31, 35, 9, 38, 33, 35, 38, 39, 38"
pop_89,"'ROOT', 'Yeni', 'kitap', 'geleceğini', 'söylemek', ',', 'küfürdür', '""', 'diyecekler', 'dir', '.'","42, 5, 32, 12, 19, 38, 12, 38, 39, 12, 38"
news_1721,"'ROOT', 'Bu', 'da', 'işimizi', 'iyice', 'zorlaştıracak', '.'","42, 32, 4, 34, 3, 39, 38"
ins_165,"'ROOT', 'Nihayet', 'kasaya', 'yaklaşmıştım', '.'","42, 3, 35, 39, 38"
